marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,10786961,R1VQFE2ZVY38RQ,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,a great accurate app!,Much better than mapquest.  Just what &#34;the doctor ordered&#34; for busy travelers!,2015-08-27
US,17969414,R1NG9QDGRIHVV2,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,On Target for Directions,Google Maps is my go-to source whenever I require driving directions.  It is always helpful and keeps me from getting lost.,2015-08-27
US,45251181,R30EG09LBY039V,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,2,0,0,0,1,Google Maps,"It's probably me, but I have trouble finding what I want.  I need to do more reading on how to use it, and I haven't done that.",2015-08-27
US,36721087,R9PKN1AFV3IW4,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Wonderful Resource!,2015-08-27
US,28065800,RMQLZ9VA7BBM0,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,It's not full functional...,2015-08-27
US,10922428,RZRAASHQHW9ZG,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,Terrible,Does not work. Period,2015-08-27
US,656606,R1GQ80TXWE33GR,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,keep up the good work,Enjoyed it very much.,2015-08-27
US,19064024,R1WAG01CB5IF9V,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Very useful and precise!,2015-08-27
US,6340892,R5IB7HK1K6O5W,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,"On Amazon phone it sucks, dont know if its app or OS issue","On Amazon phone it sucks, dont know if its app or OS issue. Definetely its not working as it is on Android",2015-08-25
US,53039723,R3KMR4Q58ESAE4,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,The best of the best,The best maping software and app anywhere PERIOD,2015-08-25
US,41136620,R2T4KDTH8JTRF9,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Google Maps lacks,Unable to expand a directions map.  Cannot read all directions because the pages do not advance.  A birdseye view would be desirable.,2015-08-25
US,43678781,R1XUOAA02YAWNH,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,App-standing,"standard app, it apps how an app should app.",2015-08-25
US,52527731,R1Z50B4UWEJUSG,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,My go to.,"reliable, convenient, good graphics- better than any other map or navigator service I have found",2015-08-24
US,53000732,RB4V8YU8H5NPC,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Fantastic. i use it oftrn.,2015-08-24
US,16764952,R1G4WGFEWV73XL,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Works really good on my Kindle Fire Tablet,Works really good on my Kindle Fire Tablet; I like using the satelite version of it.  Happy with it so far,2015-08-24
US,24767393,R3K7KRUWCYFRA7,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Excellent app!,2015-08-24
US,49607553,R3DBMEZNICJVL,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,Did not like it at all.,2015-08-24
US,16137626,R2F088T1A5NHGW,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,"I really like my new goggle map, when I'm on the go it comes handy and give easy instruction.",2015-08-23
US,3648443,R2UC0D6TF7TPKL,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,Could be better,2015-08-23
US,52969131,R2J401NVCYTICA,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,Worthless web link,"This isn't a real app, it's just a link to the google maps mobile web site, because amazon won't let you load real google apps via their app store.",2015-08-23
US,39855611,RGHQCKUJBNCLW,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Good program.,2015-08-21
US,48846963,R2MEHQ10UJEVGR,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,So far so good ill report if and whemn I have time to use it,2015-08-21
US,199147,R33GGL1N2VMBFO,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,I like this map better than the general map because it ...,I like this map better than the general map because it will give you step by step directions. However there is not an audible map for my kindle fire.,2015-08-21
US,7076381,R7R1QGHGFRFW3,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Great maps,2015-08-20
US,7362573,R2NO0PC021BYB2,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Love it,2015-08-20
US,5522463,R3EYXRVH7CTJ9W,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Good app,Works well.,2015-08-20
US,18760113,R7L3FOE7ZBFHF,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,2,0,0,0,1,not working correctly. it won't engage rout,It won't engage rout,2015-08-20
US,4214189,R2ET9TLWMLV2GC,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,great assistance on the road when traveling and even in town when you just get turned around,2015-08-20
US,50198776,R1OAGPECY3KFJ7,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Awesome! I am directionally challenged & w/Google maps I didn't get lost once!,2015-08-19
US,26786275,RGJYFN6HX7J1O,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Better than all the others.,Google maps is better than  all the  other  competition,2015-08-19
US,41188560,R1QVJ02AL7UUDY,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Great Value,This  APP  does all is says and more,2015-08-18
US,45193465,R67E7UCP94SYC,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,3,4,0,1,Not simple like the old days,I signed up for this hoping to get some driving directions. Directions do not come up. Not simple like the old days. I often wonder what planet the creators of these map aps come from.They are impossible to navigate. A minus 0 rating would be more appropriate than a 1.,2015-08-18
US,48664196,R234V45KZDATTB,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Very helpful app!!,2015-08-18
US,16597184,R23PXFITBXOG8W,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,"A piece of digital garbage, IMO","Not impressed.  A piece of digital garbage, IMO....",2015-08-17
US,1292016,R1QUA29Z7LSZS7,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Google maps are awsom#!!,2015-08-17
US,14801560,R114E3GLT39ZH4,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,It is a functional app.,2015-08-17
US,45737398,R22EHZO0LICY85,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,2,0,0,0,1,so I was not to impressed,I know the trip of a couple I checked on and they took me out of the way.,2015-08-16
US,25076317,R36KVL40EVZGX5,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,almost worked,"Did good until we got close to destination, once close, but not there, it closed down and wouldn't help.  Thanks for getting us lost so close to hotel and then refusing to acknowledge error",2015-08-16
US,48409059,R2L88QC14H1U7K,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,2,0,0,0,1,Not that easy to use,Not that easy to use. Can't figure out how to set a start point and an end point and get the distance.,2015-08-16
US,41015400,R1L53DIIJBJKHB,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,GET THIS MAP APP !,GREAT APP. . .,2015-08-15
US,43546278,RGYQNCC10FZ26,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Very good,2015-08-15
US,47490237,R7AH2HDTAUZRP,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Use Google Earth.,Clunky on pads,2015-08-15
US,3733913,R34SC7IQ9I1FXK,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,It works,2015-08-15
US,16948792,RX5IXVW2QQCZD,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Awesome,2015-08-15
US,1581696,R4XTNKSXPE0J,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,I don't like the fact the App closes when WiFi is lost,I don't like the fact the App closes when WiFi is lost. It should allow the last screen to be seen.,2015-08-14
US,13116142,R2C0F6O8BW2EAY,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,ok,2015-08-14
US,1151929,R39J70DU04RFMI,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,F her hcf,2015-08-14
US,35597402,R2G6BIJ0XAHJZ9,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Great app,2015-08-14
US,9926207,R18LOHH3Y4L3P4,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,Does ok,2015-08-13
US,27114568,R7I1P7D78ZD1E,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,great,2015-08-13
US,49944903,REQ0TJVJ0YFEZ,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Always reliable.,2015-08-13
US,34893238,R1HNCX9MWP1WW0,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,One o the best apps around for getting places be it by car,"One o the best apps around for getting places be it by car, public transportation or walking (biking). When you take public transportation, it even tells you what buses, trolleys or trains to use.",2015-08-12
US,15669105,RXJMGZSNCF56D,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,2,0,0,0,1,"Google Maps, Have Fun","Google maps are good. However, trying to use Google maps on an I Phone is another story.",2015-08-12
US,52167947,RJ0J7TBGFQQWE,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,A very handy location tool.,2015-08-12
US,42685233,RXZN2R74WPZFM,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,yep,2015-08-11
US,31198215,R30VTLX32XVQ99,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,7,9,0,1,What's the deal,I cannot get my maps to work. It takes 20 to 30 minutes after turning on to finally give me directions.  I just moved to a big city from across the country and could really use it. Ended up so frustrated from being lost all the time that my husband bought me a Garmin,2015-08-11
US,382627,R1GKXWAF17KMU,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Traveller's BFF,went on roadtrips solely relying on Google maps!,2015-08-11
US,6425641,R1K6OJ45CRJM01,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,EZ,Easy to use,2015-08-11
US,14329399,R1T7L8KUNW5FA3,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Perfect for my needs.,2015-08-11
US,47195104,R1Z1BIIAGVZUK9,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Always right on target when I am out of town!!,2015-08-10
US,39328331,R61HDWQ5CZJ1R,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,not good for real time navigation,"Didn't work well on my kindle.  It wouldn't refresh timely and, although probably a fair map, not good for real time navigation.",2015-08-10
US,28748998,R1J20HT640NVWP,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,It worked great on our last trip into Northern Michigan where the ...,It worked great on our last trip into Northern Michigan where the roads into the woods can be a little unclear. It took us right to our cottage.,2015-08-10
US,20885353,R2DEPMBCXKSXN7,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,"Works like a champ, easy to use in areas where coverage is.",2015-08-10
US,9131970,R1BSUEII0X80JV,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,Good,2015-08-10
US,21512210,R3JRCO8UVTUXKY,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,Did not work on my Kindle,2015-08-10
US,43297622,R2PIHSK6KU315O,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Excellent. Easy. Exact,2015-08-10
US,33171912,R2B80VOOVMQ2WO,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Love it,2015-08-09
US,50796720,R2J3QMFKTVMUO0,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Other maps seem lacking.,2015-08-09
US,275479,R1HGC9MWVBATJC,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,Heats up devices,2015-08-09
US,9422227,R1RDXQTP6RCPWP,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Five stars,2015-08-09
US,13587724,R1C3M9G39856RK,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Great app,Works like a charm,2015-08-09
US,27101816,R1A1GB3NOAMIJH,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Google maps is better than Bing,"Could be I am more used to Google Maps, but I prefer them to Bing Maps. More intuitive or more like how I understand how they work. Anyway, glad I could get the app since Kindle defaults searches to Bing",2015-08-08
US,6552752,R19K4UEM8KLGVT,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,Great map app,2015-08-08
US,52820148,R2KQ4L9KJW1RBR,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,1,2,0,1,Best Map App I have Used,"This app on my Kindle has been better than I expected. I tried some other map applications and most of them allow you to locate places, but the satellite image has been extremely helpful for me to have a better understanding of the location and it downloads very quickly with a good WiFi connection. It probably doesn't have all the features of Google Earth on a PC, but does what I want and does it well.",2015-08-08
US,27219607,R152JAA82PMIVH,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Works,2015-08-08
US,18116625,R2TO7TCT0QH58,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,Stupid,The map will not let me drag to view what I want. It takes for ever to load so I end up just giving up but my kindle will not let me view maps without an app. Kind of sucks.,2015-08-07
US,31866369,R317WB32RI0XNJ,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,Ok but can not down load,2015-08-07
US,37969656,R930FAHPU9S6V,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Clear map direction,Clear direction but map loading was a little slow on the  kindle fire device,2015-08-07
US,43452120,R24WZEVSK5W8RS,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Excellent,"I like the map views, including the satellite view that moves on the cellphone as you navigate.",2015-08-06
US,4946621,R17JWC8M0NUCG7,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,It's Okay,2015-08-06
US,45155356,R2FAZ1I6Z1KYXD,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,3,4,0,1,It works,It works well.  I down loaded it onto an iPhone 6.  Sometimes I use it and sometimes the program that came on the phone.  When it comes up it's not obvious on what you have to do to enter an address.  Tap the screen will get you there.  It gives good results and directions.,2015-08-06
US,17402996,R1OBSZY9LSHWD0,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,"google map, that is it",2015-08-06
US,2070352,R3PNR3FXQNB28L,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Highly accurate in finding locations your looking for.,2015-08-06
US,5171700,R3NJGVZ79N0ON4,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,"Can,t find navigation there",2015-08-06
US,48648172,RHKWIMOHXLIES,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,5,6,0,1,Getting better every year,"Google has come a long way in improving its flexibility and user interface.  A typical user might have different needs at different times and for a long time Google served about 70% of my needs.  Therefore, I was forced to use multiple map providers.  However, recently Google has gotten its act together and now I use it for 90% of &#34;simple mapping&#34; needs.  The street and earth views are icing on the cake.",2015-08-06
US,11906335,RAMJ0HEZIEBWC,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,No street veiw!,2015-08-05
US,28386255,R1N3Q5T5HHHLOY,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Works,It's just a short cut to the website. Nice to have though.,2015-08-04
US,45567733,R1RSZPYQLH7519,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Good,2015-08-04
US,709974,R198JVOLM776C9,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Awesome! But...,Works just like going online! It isn't good on Street View but it works for getting directions.,2015-08-04
US,47322937,R3GTVNE3PPXQJU,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,3,4,0,1,Kind of disappointed but the app still gives directions just fine,"I tried to use this app for my kindle fire, just FYI. It did what it was supposed to on finding and mapping to locations, so 3 stars granted, but I couldn't access my saved google maps with pined locations, which significantly reduced this apps usefulness for me. I heavily rely on the saved maps for traveling around, so yeah. Kind of disappointed but the app still gives directions just fine.",2015-08-03
US,7176385,R179302WOR9SJ8,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Very helpful tool for me as I am directionally challenged.,2015-08-02
US,51615225,RQSV354V02TRP,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,There but not quite,It would be 5 if the miles  instead of time was first. Also dropping pins to get distance on the mobile version,2015-08-01
US,29642071,R3PPU9T7A8QJQI,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Very easy to use. A great help!,2015-08-01
US,30014475,R2UQV8UR5TQ6J8,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,"Nearly always accurate, though sometimes not the most direct route but I trust them",2015-07-31
US,301354,R160AYW9I0CXZB,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,It's good,2015-07-31
US,13664514,R3HBSQILNBOIGH,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,Directions aren't always the best routes.got me lost more than once.,2015-07-31
US,32460446,R3RILDO589OI02,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Great,2015-07-31
US,10092060,R14V0E4YK4GLMP,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,works great!,2015-07-31
US,48562249,R5TWWRYZHX6R0,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,not easy and helpful,2015-07-30
US,36873066,R3IC23U4AF9YRY,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,works great on my Kindle,2015-07-30
US,43053655,RDPYH1DTW2PM,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,If only I had WiFi in my car...,"Half of the time this app doesn't work on my Kindle Fire HD. Also, has to be connected to wifi to really work, so doesn't help you if it is on your kindle and you're driving down the road. But good to look stuff up on.",2015-07-30
US,45906595,R3AEIGGCUJJNBK,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Indispensable,2015-07-30
US,52501537,R2RG5CMM3LBFNW,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,Needs a lot more work.,2015-07-30
US,8641151,R1487P6JH9D3K1,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Good absolutely brilliant.,2015-07-30
US,3712621,R1X7T7LFN5EWJV,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,Good selection,2015-07-26
US,36502912,R1AFD9DCDI9LU7,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,For Getting There,"Google Maps gives you choices according to whether you want the fastest, shortest or scenic route and is quick to reroute you when you think you know a better way.",2015-07-26
US,37653044,R332IZU44W61UT,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,i use google maps a lot,2015-07-26
US,46657638,R2FVX8DKA4IB7U,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,4,0,0,0,1,Four Stars,I use it alot and it works great almost everywhere,2015-07-25
US,20715107,R4ZTXSXTQAHOE,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,Crashed each time launched. Uninstalled from my iPhone five minutes after downloading.,2015-07-25
US,25988729,RJG4WVXNU0T3D,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,Three Stars,ok,2015-07-25
US,1414215,R3EYQN3BFFMX65,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,Not good. Google official is better.,2015-07-25
US,30572965,R1GQM5EQ96OIS4,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,1,0,0,0,1,One Star,Suck big time. Uninstall within 3 mins,2015-07-24
US,29401888,R3HF335A1XICGT,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,3,0,0,0,1,a bit difficult,The site was a bit difficult to navigate. Was looking for specific place and had to give it three tries before I found what I wanted.,2015-07-24
US,51598400,R321A7Q1ZYVT2F,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Aff1959,Does what it's supposed to do.,2015-07-23
US,26754931,RF0S33KI862D9,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Great navigation app,Great app. Helps me avoid traffic and road closures.,2015-07-23
US,1514178,R3MUVNX7SUPMLU,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Very cool,"Thanks google, works great",2015-07-23
US,48045596,R3GXWDA89G7AUU,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Very usefull.,Whats not to like?,2015-07-23
US,44544811,R3F6UIGGSJQPGQ,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,works great!!!,2015-07-22
US,40285892,R3S850T3WD830Y,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,works,Works,2015-07-22
US,39343834,R23A7WHX0QGQN,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,Five Stars,Still the best,2015-07-22
US,28056078,RHB3715AKZ4BK,B00SZFFC2I,563944246,Google Maps,Mobile_Apps,5,0,0,0,1,distance  finder.,Great tool for finding out distance one town to another.,2015-07-22
