marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,library,personalization,media player,ads
US,48204401,R144FORFFDJIFH,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,195,221,0,1,Amazing,Great app for music. Love the &amp;#34;Offline&amp;#34; option that allows me  to listen to my playlists anywhere and anytime.<br />It's just a perfect in so many ways!,2014-06-15,positive,neutral,positive,neutral
US,16577203,R373P8XY2V2P2A,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,181,199,0,1,The BEST music service around and most reasonably priced !!!,"THE BEST service around. Since I joined Spotify, I have not had to buy at a retail store or online CD's which has saved me tons of money.  Everything and anything I want in music I get thru Spotify.  Also I have spotify on my Kindle Fire so when I go out I have my music with me.  Just can't be beat.  It's wonderful and I intend to be a lifetime member.",2014-07-01,positive,neutral,positive,neutral
US,12110751,R3HCYVCI5PRX9G,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,171,196,0,1,woohoo!,I started using spotify on the computer and now I have it of all of my devices. I would reccomend it to anyone that loves music.,2014-06-18,positive,neutral,positive,neutral
US,13856743,RYEEHK2MB5H29,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,174,192,0,1,Spotify is Spot On!,"Spotify was a good music app when it first appeared but has grown better and better!  The clincher for me was the ability to download my favorite songs and playlist to my various platforms, phone, tablet, ereader, computer and iTouch.  Wireless or phone data signal is not always available and knowing that I can still listen to the music that I want is very important to me.  Way to go Spotify, keep up the great work!",2014-06-20,positive,neutral,positive,neutral
US,47009682,R2J87EE2X6SP3A,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,143,158,0,1,Great Music!,I think that it is a great music site.  Its easy to work and has all new music and old music.,2014-06-20,positive,neutral,positive,neutral
US,1428752,R1EZVWAYLALHMR,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,124,140,0,1,Coolio,Spotify is AMAZINGLY AMAZING! I would say it is much better than Pandora and Iheart radio. You can search your favorite song and listen to it and find the almbum it was on. You can see all the music your favorite artist has and listen to all of their songs. You can like the songs and they will save them you can make your own albums and playlists. All the music is updated so they have the newest music thats still on the radio! They have a feature to this app like pandora where they can pick the music for you too!  You have LOTS MORE SKIPS than on Pandora and i heart. You can lots of stations and you can put it as background music! You can just click the song or station you want the exit out of the app and play subway surfers or do what ever you need you can turn it off and the music keeps playing! It helps save battery. You can also follow groups  and singers so you can see when they have new music out! I love spotify!<br /><br />  @loviemonsters!,2014-08-08,positive,neutral,positive,neutral
US,16384727,R1ZM0PWZFGFOIG,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,124,138,0,1,Works great. I use Spotify mobile app on W8 phone ...,"Works great.  I use Spotify mobile app on W8 phone & Kindle Fire.  No issues.  I heard some reviews complain abut the shuffle play being only play back option.  The Spotify app does make it appear the only playback option is Shuffle Play as button is prominent on top play list, but to bypass just click  on first song to start playing music and the songs will continue to play in descending order as your playlist is built.  Enjoy.  Now for the Amazon Fire HD music app - go back to school or at least try and mimic Spotify if you want to have any success.",2014-10-19,positive,neutral,positive,neutral
US,20004582,R1762Z8013TJA3,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,126,138,0,1,Great App,For the opportunity to find what is necessary at the moment.<br />Let's see how they will evolve until I am satisfied with everything.,2014-06-02,positive,neutral,neutral,neutral
US,10323513,R1Z7H5SLWL3EIN,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,2,88,123,0,1,Not what I thought it would be...,"When I initially heard that Spotify would be free on mobile/tablets, I was thrilled.  When I saw it wasn't the case on the Kindle, I was sad.  When I noticed today that they'd uploaded anew, I was thrilled again.    Now, I'm just disappointed.    I use Spotify on my computer regularly, and I was glad to see that my playlists uploaded to this app without a hitch.  That was approximately the end of that emotion because of the following:    1. Without premium, one must be online to listen.  Why is this a problem? Because some of the playlists I imported are of music that I own. If I can listen to that music when my computer is offline, why is there no option to download said music to the app?    2. One's personal playlists must be played on shuffle.  Why is this a problem? Well, it's certainly not the most terrible thing in the world, and I listen to my playlists on shuffle often, but if I start to listen and, a few songs in, decide I want a specific song next, I can't do that.    3. It likes to give one suggested songs when one is trying to play one's own playlists. It doesn't have the best algorithm for this.  Why is this a problem? If I'm listening to \\""The Color Spectrum\\"" and it decides to throw a song from \\""Migrant\\"" in the mix, that's really jarring.  Besides that, its algorithm seems to mainly throw either more of the artist at you (No, I don't like every album that band has put out.) or just lump everything into a few too-big categories (hip-hop, indie, rock, country) and throw the most random s*** from said category at you (And no, (new) Train is nothing like \\""Of Great and Mortal Men\\"".).  You only get a small number of skips if you don't have premium. Sounding a little familiar yet?  Only it's not. Because that other app you're thinking of has user feedback, upvotes and downvotes. Spotify lacks that. So this app could play all the songs from \\""Migrant\\"" at me a thousand times over and never learn that I hated it.    Spotify on my computer? 5 stars.  Spotify on myKindle? I'll stick with Pandora.",2014-06-10,positive,negative,negative,negative
US,21532065,R1QLCPF4Y8S9D8,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,83,96,0,1,I love this app! But...,"Was getting tired of Pandora so I hopped over to Spotify. Overall, I love it! I have the ability to choose the exact songs I want to listen to with the search feature and save them to my music, which, btw, is great. I can easily access songs, artists, and albums through the my music section, and you can also listen to a multitude of set playlists and radio stations. I have hundreds of songs which I can access anytime (as long as I have a WiFi connection) and I'm glad the music continues to play when the screen is off (I use the app on a FireHD)<br />I do, however, have one reoccurring problem with the app which is quite annoying and the reason I am dropping the rating from five stars to four. If I am listening to music and using my kindle at the same time (it's most likely to happen while I'm on the web) the music will sometimes stop playing completely, and I have to go back to to the app and reselect the song. (Which, btw, counts as a &amp;#34;skip&amp;#34; and if you had been listening to the playlist for long enough, will trigger an add) Another similar problem involves the adds themselves: Sometimes an intro to an add will play (fyi I find these intros extremely annoying and useless) and the add itself will not play, even if I choose to play it. Other times the add will just stop playing mid-way through. On both of these occasions I cannot access any music, and the only way to get the app to work again is to dig deep into my options and force stop the program, which, when I reopen the app, I am gifted with another add.<br />However, through all of the pet peeves and all of the glitches, I continue to thoroughly enjoy this app, and I encourage music enthusiasts to give it a try!",2015-07-18,positive,negative,positive,negative
US,25031903,R13010E03WOZO1,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,80,90,0,1,Rockin wit the Spotify!,"Spotify app is on the money!!!  I use the free version and I love it.  I have found artist and songs that I haven't heard in years.  Spotify is unique in that when you search for an artist you get that artist music only.  If you want similar artist their name and music is to the right side of the page.  No mixing if you don't want to mix.<br /><br />I love being able to listen to a specific entire album(s) of an artist and that's something you can not do on Pandora... And don't get me wrong, I love Pandora.",2015-04-06,positive,neutral,positive,neutral
US,13622658,R2109YG9UBQCMS,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,56,81,0,1,used to love it,"Doesn't work as well if you aren't a member of Facebook.<br />Also, if you are non paid they play the music in shuffle mode which would be ok if the didn't keep playing the same music more than twice.",2014-09-13,neutral,neutral,negative,neutral
US,13049491,R16JBFEUFI96JL,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,70,80,0,1,great app,"I really like spotify, it's good for sharing your tastes and it helps me discover new music a lot easier than apps like Pandora or iHeartRadio, who play the same artists repeatedly. My only complaint would be that it sometimes continues through a playlist after I've closed the application which can be annoying.",2014-08-01,positive,positive,negative,neutral
US,21858598,R3NUK9FUKLIMWP,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,72,79,0,1,Everything is Awesome!!!!!,This app is amazing! When I first got it I was gonna give it a test  and searched for &quot;Everything is Awesome&quot; and it gave me 20 different choices of the song! &quot;This APP is Awesome!&quot;,2014-07-01,positive,neutral,neutral,neutral
US,30407016,R1ADHJL5HY84S7,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,70,78,0,1,Super Fantastic!!!!,"I have never had an MP3 or an IPOD and never before listened to music on my phone, but Oh My Goodness, I love Spotify Music on my phone.  Don't know how I did without it.  I have listened to songs I haven't heard in years and years.  Thanks so much for this ap!!!!!",2014-09-16,positive,neutral,neutral,neutral
US,23339486,RPZL25MTQQYRQ,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,70,77,0,1,Such a great app! I love this one better than all ...,"Such a great app! I love this one better than all the other ones, if you pay for premium services you can listen to full albums of any artist! Thank you some much for making my work day a better one.",2014-07-02,positive,neutral,neutral,neutral
US,24230410,R2IF6TQ7RJWJYU,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,65,74,0,1,Replace Pandora?,"I've only been on Spotify for a week now, but I think this may replace Pandora as my favorite music app.  Like Pandora, you create your own stations.  However, you can pick only the songs you want to hear right from the beginning.  It's not like you \\""seed\\""the station with a song or artist, then watch it go into crazy directions.  Yes, it only shows a certain amount of skips, but if you create your own playlist with the songs you want, then it really isn't a big deal.  In addition, you do have to hear the occasional advertisement, but they are few and far between.<br />The big difference to me is the cost of premium membership.  I believe Pandora charges about $30/year, while Spotify is $10/month.  That is a huge difference, however Spotify let's you not only listen without interruption, but you can skip to your heart's content, and listen to ALL your favorite songs.  AWESOME!<br />Despite the advantages, I think I'll stick to the free version.  Just can't justify $120/year for music.",2014-10-03,positive,neutral,positive,neutral
US,45824945,R1YPL6PBAZNH0Q,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,3,52,66,0,1,Spotify as a User selectible music source - FREE version,"Downloading to the Kindle Fire HD did not go well from the Spotify website.  Several attempts were necessary, possibly due to the screen size and location of data entry fields.  After installation I searched for and selected an album to listen to, but could not locate the play button; but a shuffle play button was available.  This started music but switched to a genre' format not allowing the songs from my selected album to be heard in order.  This may be fine at times for some users.  Odd that I did not see this limitation when downloaded to my WINDOWS 7 PC.  Like PANDORA, product adds will be heard after so many songs.  I have not tried the premium version of Spotify for the KINDLE FIRE / ANDROID / TABLET.  I may try downloading again to see if I missed something.",2014-06-24,neutral,neutral,negative,neutral
US,32393014,RYEOQ3G248D9Y,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,59,65,0,1,"Great App, Spotify connect is awesome","Not much to say- it's stable, it's an awesome service, and I can play everything through the Bluetooth speaker in my kitchen with minimal hassle.",2014-06-19,neutral,neutral,positive,neutral
US,14639234,R1F0UHN6D0ONYP,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,52,60,0,1,Super,Love it!!!  Just wish that I could afford a newer iPod so that I could listen on it.  Have suggested it to a couple friends that didn't know about it.,2014-06-24,neutral,neutral,neutral,neutral
US,43546769,RX8W41T7W3Y86,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,53,60,0,1,i like it,I like it because I couldn't get all the music I love so I got this. The only problem with this app is that I cant listen to the music without Internet.,2014-06-05,positive,neutral,negative,neutral
US,42729607,R1JH7T6YVWGWFE,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,49,57,0,1,loved it! until...,great app!!!! i loved it but it suddenly started saying that i cant listen to my already downloaded music until i got premium and it wont let me get premium,2014-06-27,neutral,neutral,negative,neutral
US,13363568,R1UWE0FSF4L3U5,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,2,40,54,0,1,Its like free.,"I tried to play a tune from the list and it wont let you. Instead it says SHUFFLE, meaning they mix up the songs you hear. If you go to a premium choice (which probably costs money) you can have the freedom to choose and select. These sights interrupt your listening to inject commercials and if you want to pay money they stop. Its like free....but at a cost.<br />When cable companies first started competing with long established network stations for viewers their mantra was, &#34;we know you have to pay for cable, but we don't tie you down with endless commercials. Has anyone watched cable programming lately? Now you pay large sums for the cable and they inundate you with ads.<br />Pandora is the same.....don't want to pay, we interrupt your play. It's all about the money and getting more.",2014-08-04,neutral,neutral,negative,neutral
US,3899461,R3BTNTYIETAKP4,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,2,36,49,0,0,It is not what I originally thought...,"When I first bought the app for free through the advise of my sister, I was thrilled by the number of skips and how many songs you could download. But turns out these are really members for premium members. All of my downloaded songs were deleted and I was not allowed to skip anymore. What I wonder is why can  easily download songs on the computer but not on my Android phone. I understand that Spotify has gain some money, but I do not like this feature. Also. they play unrelated songs when your trial is over. You could get all the features you want, but only if you upgrade to premium membership.",2014-06-16,neutral,neutral,negative,neutral
US,46262001,R10M8HETOSTJ88,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,43,48,0,1,Nice Service,"I like that there is an app for Kindle for Spotify because it is instantly addicting, not having to pick out songs to play yourself. I notice the app plays short ads, where for some reason I don't if I use the web page on my PC, maybe because there is room on a full sized monitor to run visual ads.",2014-06-22,neutral,positive,neutral,positive
US,47724540,R1GSE0Y6CL5PBG,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,3,31,43,0,1,Nice addition to my music listening,"I enjoy the different options offered me and in some cases a listing of songs hard to find elsewhere.  I've only been a sub subscriber for a few days and am continue exploring what Spotify has to offer.  The only regret I have at this point is that this service is not yet available on my windows phone, something I hope will change soon.",2014-06-20,positive,neutral,negative,neutral
US,11134809,R2JZY9UBJEJIKF,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,28,41,0,1,compatibility issue?,I have this APP on my ipphone and it works great. but it will not install on my kindle fire. i hope there isnt a compatibility issue between spotify and kindles,2014-09-08,neutral,neutral,negative,neutral
US,25916725,RJAGXAJ82VQY0,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,28,41,0,1,not working on kindle fire,I would love this to work on my kindle fire 1st gen but it keeps telling me it can't be installed. don't think it is me have downloaded other apps and they work just fine.,2014-08-26,neutral,neutral,negative,neutral
US,1330572,RPREIBZTSL78V,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,34,39,0,1,pc app,"I dont like the Kindle Fire app, because the only thing i can do is listen to music in shuffle. So i tried pc version and it's absolutely baller good, you can listen to music every way you want and when you want. Shuffle, repeat or normally. I recommend this for PC (using Windows 7 dont know how world for Mac users)",2014-06-25,neutral,neutral,negative,neutral
US,22465491,R3UI3H1DME33A6,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,25,37,0,1,"WHY, Amazon, won't you support your own device?","I was excited after a long time of waiting to get a legit version of Spotify on my 1st gen Fire. I had to watch two new models in the line release, and now that Spotify is finally on the Amazon store, you won't support my Fire in running it!? I bought the friggin extended warranty too! How much money do I have to give you before you will uphold your end of the deal?!",2014-09-05,neutral,neutral,negative,neutral
US,49227167,R1O6WVV79EPEZE,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,24,36,0,1,will not install on my kindle fire,"The application will download and will not install on my kindle fire. It does not give any explaination, it pops up a dialog box that says it cannot be installed.",2014-08-30,neutral,neutral,negative,neutral
US,9012032,R2G4JUSIM6RJD8,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,31,35,0,1,Pretty good overall,"I like that there is a huge amount of music available, that seems to make Spotify more likely to have the specific types I am interested in.  I also like being able to search and find entire CDs of music and put them into an easily accessible list.  Kind of like having CDs on my computer.  I do wish that there was info on each CD or artist, or the lyrics, the way that Pandora does.",2014-06-21,positive,neutral,neutral,neutral
US,30437894,R2WYW7OV7WQQWP,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,22,33,0,1,not using because of security warning,"I downloaded this app from the Amazon app store for my Kindle Fire HDX. At first it worked fine but then when I accessed it, it displayed a dialog box which said: APP COMPATIBILITY:  Unfortunately, this app has not yet been updated to the latest compatibility or security standards.  We have notified the developer and asked them to provide an updated version of this app. If you have any questions please notify our customer support team using the help app .  Then it gave the options to either close or launch anyway.  Considering the broad array of permissions that this app requires in any event,I chose to close it and will not be using it until it is cleared by Amazon.  Wait a minute, they are the ones who &#34;sold&#34; it to me in the first place as an app approved for use on the Kindle. Confused yet?  I am!",2014-12-30,neutral,neutral,negative,neutral
US,19765584,R387HB3B9BXQY3,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,27,32,0,1,Spotify Review,THIS APP IS AMAZING... I have this also for my computer and Ipod.. The one part I hate about it on my kindle fire is that you cannot pick what song you want to listen to it is just a shuffle play unless you want to pay. You get a certain amount of skips and I didn't know that so I just wasted all of them thinking I had unlimited.,2014-06-25,neutral,neutral,negative,neutral
US,44941520,R28G3KOB9U4N8X,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,28,32,0,1,A great app with a wide variety of music,"This is a great app for lovers of all genres of music.The app is really straight forward and very easy to manage. You can choose your favorite songs from what seems like thousands of choices. Once you add your selected songs to &#34;your Music&#34; list, you can prepare playlists. I love the Shuffle feature as I listen to my playlists.",2014-06-18,positive,neutral,positive,neutral
US,10341208,R1T1Z64U5MNIT2,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,21,31,0,1,not working,"I downloaded the app originally and it worked,  but then it started leasing up so I reinstalled it but now it won't install on the kindle fire.  hopefully they can fix this bug.",2014-09-04,neutral,neutral,negative,neutral
US,16844351,RJEHH0RQTUJA4,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,26,30,0,1,"great app, as long as you are connected to WiFi.","Great music selection and very User friendly. I would like the  option to purchase premium, though. Also, great pre-made playlists with minimal advertising.",2014-09-13,positive,positive,positive,positive
US,13524530,R1H2QYJPSH84H8,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,25,29,0,0,"AWESOME Music player!! Try it it's free,you can't go wrong with FREE",You should take a minute to try this you will love it! It's free and you can save your music for offline play also. You can find your songs and artists easily. The application is SO easy to use that you will really enjoy it. You don't have to do a million things to play music on this site. It's free so give it a try. Enjoy!  Thank you makers of SPOTIFY MUSIC !! You made this APP worth while.,2014-09-23,positive,neutral,positive,neutral
US,51680554,R3NY7M42RW5YS2,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,2,20,28,0,1,Read This Before Getting App,"If I could figure out how to get premium, I'd rate it 5 stars. Without premium, it's terrible. When you try to activate a premium feature, it just tells you that you can't activate it. It doesn't even tell you how to get premium, and I can't find the premium option anywhere. Unless you know how to get premium, do not get this app because it will be a waste of time.",2014-07-29,neutral,neutral,negative,neutral
US,8495795,RT058NTN8ZHLF,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,22,25,0,1,For All Ages Teenage to Elderly: SPOTIFY,"Love the versatility!  Check this out.  I live in Tucson, AZ and have been Care-giving for my 81 y o Father for the past 9 years out of my home.  His health recently hit an all time low placing him into Home Hospice status.  My Sister (49 y o) who lives in Charlotte, NC contacted her two sons (18 & 22 y o - my Fathers Grandsons) requesting they put together a playlist for my Dad including his favorite recording artists including but not limited too Bob Dylan, Joe Cocker, & Jethro Tull. They new this was a job to be done best by SPOTIFY.<br />The Playlist was quickly assembled by the Grandsons, they e-mailed me (55 y o) my new created User Name & Password, I followed simple provided download directions. The Playlist appeared upon my Log-in I pressed Scramble Play, and I had one very happy, sick but smiling Father for the following 3.5 hours. Since yesterday he has enjoyed the mixed playlist 7 additional times and can't wait for tomorrow morning to come!<br />Thank You Spotify!!!!!!!",2014-12-24,positive,neutral,positive,neutral
US,30336007,R79YOQUYI9NL,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,21,25,0,1,Works just like PC app...,This works just like the downloaded app on my pc.  I have full functionality on Polaroid tablet with this app...,2014-06-22,neutral,neutral,positive,neutral
US,19565271,R2QAEP17EC3RHS,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,21,24,0,1,"Worth it, free or premium","Spotify has an amazing selection, no doubt. The ability to create your own playlists, surf from one related artist or group to another (in other words, discover new music economically) by listening to the entire track, and to listen offline (Premium only (it's a coded special file, so don't think you get to keep it permanently) is truly great for the listener. However, the artists are severely underpaid. Services like this one are a slap in the face for the creative geniuses that move you emotionally. If you want to do them justice, be more than a complacent consumer and tell Spotify that you demand more support to the artists they profit from. Hold Premium hostage! Only get the free version until they change their ways!",2015-02-18,positive,neutral,positive,negative
US,40197,R3VYVGLXQJ7DMR,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,16,23,0,1,Love it but.....,I LOVE spotify it works awesomely on My android and my computer but on my kindle I'm lucky to get it to play one song it freezes up somtimes or it will tell me that the song is unavailable or like right now it's telling me that the song is playing but it's not no sound is coming out I really wish it would work I listen to it all the time with my phone but on my kindle I have to listen to Pandora please fix it,2014-11-08,neutral,neutral,negative,neutral
US,53094487,R1YT6N7GXGLVGK,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,3,18,23,0,1,Not what I'd hoped for,"I love Spotify.  I don't love the mobile app very much.  Now I understand that a mobile version of the website is going to necessarily be less flexible than the site.  I get that.  But why I'm limited to shuffle play, I don't understand.  Surely that's not a huge memory issue?<br /><br />Here's the thing, I'm a writer..  I put together playlists for each piece I work on and listen to them as I write.  I take a lot of time deciding what the right flow is on my playlists, and hearing them shuffled kind of defeats the whole process.  Yeah, I find it irritating and it's pretty much put paid to the idea of using Spotify on my phone or tablet unless I'm just going to do some random listening.",2014-08-31,neutral,neutral,negative,neutral
US,3808674,R7Y1SBBXQ5Z1C,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,4,20,22,0,1,Good Overall,"Very good app with good browsing and discovery of music. The only issue that prevents me from giving 5 stars is that every so often it has trouble opening on the galaxy S5. I have to repeatedly open and close it, and sometimes wait a couple of minutes, for it to work.",2014-12-25,positive,neutral,negative,neutral
US,20544470,RYCITRGHR7T1G,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,19,22,0,1,beautiful,It works really well when u have  a book and u like music and like me I like all the music that I listen too,2014-08-08,positive,neutral,neutral,neutral
US,18355757,R3VXC3Z59U4PSB,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,1,12,19,0,1,???????,Was happy for one day with this app...loved it the it decided to only give me the option to shuffle there is no longer a play option for individual songs. I don't want to sit here and wait for the song I want to hear to randomly play!!,2014-11-24,positive,neutral,negative,neutral
US,3848237,R2QFUG9HH91L0F,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,2,13,18,0,1,seriously?,it was great at first but then it just turned out to suck because after a while i couldn't choose a song that I wanted to listen to unless i paid..,2014-06-30,neutral,neutral,negative,neutral
US,9503113,R1KWBK2XVT2EHO,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,5,15,17,0,1,luv it,Luv this app.  So user friendly and I'm a Senior.  I was able to get all my music.  Highly recommended.,2014-09-17,positive,neutral,neutral,neutral
US,26130861,R1TCA15USN48DO,B00KLBR6IC,933496237,Spotify Music,Mobile_Apps,3,13,16,0,1,Because I love Spotify. It's essentially all I listen to when ...,"Mixed feeling about this one. Because I love Spotify. It's essentially all I listen to when I'm at the desktop so putting it on my tablet seemed a no-brainer. And when it worked it was great. The one thing that annoyed me about the app was, when you played a playlist that was small (Less than 17 songs?), it would start throwing in random songs, as though you'd created a radio station. Which, why? Why the hell would you do that? Occasionally I'll make a playlist with a single song because, well, that's how I roll, but I could not get them to play without the \\""suggested\\"" songs popping up and I could not figure out a work-around. It was pretty disappointing. Other than that though, as far as functionality goes, it seemed fine. My problem was that after several weeks I tried to open it one day and got a message that there wasn't enough storage space on the tablet. Which was a dirty lie. The only thing I use my tablet for is listening to music and surfing porn and how much space does that take? But try as I might all I could get was an error message or a blank screen. In a fit of pique I deleted the app and then downloaded it again. And it was fine. Perfectly functional. For several days and then it did it again. I deleted, reinstalled, rocked out for a couple days and then, boom, same thing again. And after doing this a few times I just gave up and installed Pandora. Possibly the problem is me. Or my tablet, which is neither terribly expensive nor a big-name brand. Or the app could be tragically fatally flawed. I mean, who knows? Regardless though, it's still worth a try. Because when it works, Spotify beats pretty much anything else on the market.",2014-12-31,neutral,neutral,negative,neutral
